"DTI_CL_INDICADOR","Indicador","DTI_CL_TRIMESTRE_MOVIL","Trimestre Móvil","DTI_CL_REGION","Región","DTI_CL_TRAMO_ETARIO","Tramo etario","Value","Flag Codes","Flags"
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2015-V10","2015 sep-nov","_T","Total país","Y55T64","55-64 años",65.0264090555799,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2015-V10","2015 sep-nov","_T","Total país","Y_GE65","65 años y más",23.4380761995739,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2015-V11","2015 oct-dic","_T","Total país","_T","Total",56.3607072666507,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2015-V11","2015 oct-dic","_T","Total país","Y15T24","15-24 años",29.2794335916638,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2015-V11","2015 oct-dic","_T","Total país","Y25T34","25-34 años",72.2307998744413,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2015-V11","2015 oct-dic","_T","Total país","Y35T44","35-44 años",79.2444190849019,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2015-V11","2015 oct-dic","_T","Total país","Y45T54","45-54 años",75.6277169411992,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2015-V11","2015 oct-dic","_T","Total país","Y55T64","55-64 años",66.0050169823766,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2015-V11","2015 oct-dic","_T","Total país","Y_GE65","65 años y más",23.6506369378236,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2015-V12","2015 nov-ene","_T","Total país","_T","Total",56.4795109168254,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2015-V12","2015 nov-ene","_T","Total país","Y15T24","15-24 años",31.3189907255882,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2015-V12","2015 nov-ene","_T","Total país","Y25T34","25-34 años",71.9768739860908,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2015-V12","2015 nov-ene","_T","Total país","Y35T44","35-44 años",78.7493692185166,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2015-V12","2015 nov-ene","_T","Total país","Y45T54","45-54 años",75.3612420017137,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2015-V12","2015 nov-ene","_T","Total país","Y55T64","55-64 años",65.1266199505081,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2015-V12","2015 nov-ene","_T","Total país","Y_GE65","65 años y más",23.9403532304104,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V01","2016 dic-feb","_T","Total país","_T","Total",56.1854972776026,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V01","2016 dic-feb","_T","Total país","Y15T24","15-24 años",31.9313335085565,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V01","2016 dic-feb","_T","Total país","Y25T34","25-34 años",71.6830915606717,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V01","2016 dic-feb","_T","Total país","Y35T44","35-44 años",78.2609306941108,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V01","2016 dic-feb","_T","Total país","Y45T54","45-54 años",74.9295156689346,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V01","2016 dic-feb","_T","Total país","Y55T64","55-64 años",64.6708831972701,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V01","2016 dic-feb","_T","Total país","Y_GE65","65 años y más",23.6768413784257,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V02","2016 ene-mar","_T","Total país","_T","Total",55.7157512041571,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V02","2016 ene-mar","_T","Total país","Y15T24","15-24 años",30.8217461607712,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V02","2016 ene-mar","_T","Total país","Y25T34","25-34 años",71.863620663727,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V02","2016 ene-mar","_T","Total país","Y35T44","35-44 años",77.4491466939776,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V02","2016 ene-mar","_T","Total país","Y45T54","45-54 años",74.7347843127162,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V02","2016 ene-mar","_T","Total país","Y55T64","55-64 años",63.7437559859999,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V02","2016 ene-mar","_T","Total país","Y_GE65","65 años y más",24.1161510330606,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V03","2016 feb-abr","_T","Total país","_T","Total",55.7760665382245,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V03","2016 feb-abr","_T","Total país","Y15T24","15-24 años",29.2518143783675,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V03","2016 feb-abr","_T","Total país","Y25T34","25-34 años",72.1055720166799,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V03","2016 feb-abr","_T","Total país","Y35T44","35-44 años",77.9981649227054,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V03","2016 feb-abr","_T","Total país","Y45T54","45-54 años",75.145776288749,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V03","2016 feb-abr","_T","Total país","Y55T64","55-64 años",64.0794482966426,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V03","2016 feb-abr","_T","Total país","Y_GE65","65 años y más",24.2989011887722,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V04","2016 mar-may","_T","Total país","_T","Total",55.5535173963212,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V04","2016 mar-may","_T","Total país","Y15T24","15-24 años",28.1925513889616,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V04","2016 mar-may","_T","Total país","Y25T34","25-34 años",71.6691896352914,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V04","2016 mar-may","_T","Total país","Y35T44","35-44 años",77.6506747831716,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V04","2016 mar-may","_T","Total país","Y45T54","45-54 años",75.4648548997572,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V04","2016 mar-may","_T","Total país","Y55T64","55-64 años",63.8598132277072,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V04","2016 mar-may","_T","Total país","Y_GE65","65 años y más",24.2211274176097,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V05","2016 abr-jun","_T","Total país","_T","Total",55.3483359497132,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V05","2016 abr-jun","_T","Total país","Y15T24","15-24 años",28.1376271679074,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V05","2016 abr-jun","_T","Total país","Y25T34","25-34 años",71.5893293151921,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V05","2016 abr-jun","_T","Total país","Y35T44","35-44 años",77.37296868687,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V05","2016 abr-jun","_T","Total país","Y45T54","45-54 años",75.060129079301,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V05","2016 abr-jun","_T","Total país","Y55T64","55-64 años",63.6752785504841,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V05","2016 abr-jun","_T","Total país","Y_GE65","65 años y más",23.7063111316447,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V06","2016 may-jul","_T","Total país","_T","Total",55.2469803263516,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V06","2016 may-jul","_T","Total país","Y15T24","15-24 años",28.3459216308146,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V06","2016 may-jul","_T","Total país","Y25T34","25-34 años",71.7213739536506,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V06","2016 may-jul","_T","Total país","Y35T44","35-44 años",76.7033856473526,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V06","2016 may-jul","_T","Total país","Y45T54","45-54 años",74.802920074949,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V06","2016 may-jul","_T","Total país","Y55T64","55-64 años",63.872983858893,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V06","2016 may-jul","_T","Total país","Y_GE65","65 años y más",23.3228776593252,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V07","2016 jun-ago","_T","Total país","_T","Total",55.2632601802128,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V07","2016 jun-ago","_T","Total país","Y15T24","15-24 años",28.4647759311408,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V07","2016 jun-ago","_T","Total país","Y25T34","25-34 años",71.9084280257572,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V07","2016 jun-ago","_T","Total país","Y35T44","35-44 años",76.9179937807577,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V07","2016 jun-ago","_T","Total país","Y45T54","45-54 años",74.698411123653,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V07","2016 jun-ago","_T","Total país","Y55T64","55-64 años",63.8416110243037,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V07","2016 jun-ago","_T","Total país","Y_GE65","65 años y más",22.8405926599664,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V08","2016 jul-sep","_T","Total país","_T","Total",55.4147644167209,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V08","2016 jul-sep","_T","Total país","Y15T24","15-24 años",28.5038547651542,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V08","2016 jul-sep","_T","Total país","Y25T34","25-34 años",72.2372571666024,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V08","2016 jul-sep","_T","Total país","Y35T44","35-44 años",77.4824797936674,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V08","2016 jul-sep","_T","Total país","Y45T54","45-54 años",74.4754276476321,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V08","2016 jul-sep","_T","Total país","Y55T64","55-64 años",63.591144180172,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V08","2016 jul-sep","_T","Total país","Y_GE65","65 años y más",23.6505850386909,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V09","2016 ago-oct","_T","Total país","_T","Total",55.5815274196246,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V09","2016 ago-oct","_T","Total país","Y15T24","15-24 años",29.0639423398478,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V09","2016 ago-oct","_T","Total país","Y25T34","25-34 años",72.0745494412316,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V09","2016 ago-oct","_T","Total país","Y35T44","35-44 años",77.7684782055801,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V09","2016 ago-oct","_T","Total país","Y45T54","45-54 años",74.2787817665769,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V09","2016 ago-oct","_T","Total país","Y55T64","55-64 años",63.5874071399471,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V09","2016 ago-oct","_T","Total país","Y_GE65","65 años y más",23.783357002002,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V10","2016 sep-nov","_T","Total país","_T","Total",55.9002364637402,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V10","2016 sep-nov","_T","Total país","Y15T24","15-24 años",28.7591943219092,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V10","2016 sep-nov","_T","Total país","Y25T34","25-34 años",73.1247611037826,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V10","2016 sep-nov","_T","Total país","Y35T44","35-44 años",77.6586936423345,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V10","2016 sep-nov","_T","Total país","Y45T54","45-54 años",74.9752162369488,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V10","2016 sep-nov","_T","Total país","Y55T64","55-64 años",63.9666192718459,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V10","2016 sep-nov","_T","Total país","Y_GE65","65 años y más",24.0225386012987,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V11","2016 oct-dic","_T","Total país","_T","Total",55.9321882814612,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V11","2016 oct-dic","_T","Total país","Y15T24","15-24 años",29.1879602408991,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V11","2016 oct-dic","_T","Total país","Y25T34","25-34 años",73.3386956597731,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V11","2016 oct-dic","_T","Total país","Y35T44","35-44 años",77.7521600157419,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V11","2016 oct-dic","_T","Total país","Y45T54","45-54 años",75.0995659204791,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V11","2016 oct-dic","_T","Total país","Y55T64","55-64 años",64.2414528363734,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V11","2016 oct-dic","_T","Total país","Y_GE65","65 años y más",23.62269236817,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V12","2016 nov-ene","_T","Total país","_T","Total",55.9409185174217,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V12","2016 nov-ene","_T","Total país","Y15T24","15-24 años",29.9417576353918,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V12","2016 nov-ene","_T","Total país","Y25T34","25-34 años",73.0936037895954,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V12","2016 nov-ene","_T","Total país","Y35T44","35-44 años",76.987319538961,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V12","2016 nov-ene","_T","Total país","Y45T54","45-54 años",75.2061821648688,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V12","2016 nov-ene","_T","Total país","Y55T64","55-64 años",64.6589448894891,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2016-V12","2016 nov-ene","_T","Total país","Y_GE65","65 años y más",23.9804154826837,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V01","2017 dic-feb","_T","Total país","_T","Total",55.5965550807532,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V01","2017 dic-feb","_T","Total país","Y15T24","15-24 años",30.1818294561622,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V01","2017 dic-feb","_T","Total país","Y25T34","25-34 años",71.8076980725319,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V01","2017 dic-feb","_T","Total país","Y35T44","35-44 años",76.9223203176032,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V01","2017 dic-feb","_T","Total país","Y45T54","45-54 años",74.7122037694357,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V01","2017 dic-feb","_T","Total país","Y55T64","55-64 años",64.5175683242051,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V01","2017 dic-feb","_T","Total país","Y_GE65","65 años y más",23.9338939481967,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V02","2017 ene-mar","_T","Total país","_T","Total",55.5346228789363,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V02","2017 ene-mar","_T","Total país","Y15T24","15-24 años",30.1650469120162,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V02","2017 ene-mar","_T","Total país","Y25T34","25-34 años",71.4016173241341,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V02","2017 ene-mar","_T","Total país","Y35T44","35-44 años",76.4260020659669,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V02","2017 ene-mar","_T","Total país","Y45T54","45-54 años",75.1641377279838,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V02","2017 ene-mar","_T","Total país","Y55T64","55-64 años",64.2925955466994,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V02","2017 ene-mar","_T","Total país","Y_GE65","65 años y más",23.8238248478109,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V03","2017 feb-abr","_T","Total país","_T","Total",55.5382000921029,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V03","2017 feb-abr","_T","Total país","Y15T24","15-24 años",29.2811279117731,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V03","2017 feb-abr","_T","Total país","Y25T34","25-34 años",71.6671274317456,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V03","2017 feb-abr","_T","Total país","Y35T44","35-44 años",77.1800682397691,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V03","2017 feb-abr","_T","Total país","Y45T54","45-54 años",75.3872246538945,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V03","2017 feb-abr","_T","Total país","Y55T64","55-64 años",63.9078278809458,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V03","2017 feb-abr","_T","Total país","Y_GE65","65 años y más",23.719644553999,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V04","2017 mar-may","_T","Total país","_T","Total",55.5241338210115,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V04","2017 mar-may","_T","Total país","Y15T24","15-24 años",28.2229180726331,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V04","2017 mar-may","_T","Total país","Y25T34","25-34 años",71.9867873480944,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V04","2017 mar-may","_T","Total país","Y35T44","35-44 años",77.137212718797,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V04","2017 mar-may","_T","Total país","Y45T54","45-54 años",75.4052767434452,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V04","2017 mar-may","_T","Total país","Y55T64","55-64 años",64.2408430986324,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V04","2017 mar-may","_T","Total país","Y_GE65","65 años y más",23.9302797873362,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V05","2017 abr-jun","_T","Total país","_T","Total",55.398705201616,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V05","2017 abr-jun","_T","Total país","Y15T24","15-24 años",27.8473585314671,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V05","2017 abr-jun","_T","Total país","Y25T34","25-34 años",72.1888507409484,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V05","2017 abr-jun","_T","Total país","Y35T44","35-44 años",76.8918792824424,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V05","2017 abr-jun","_T","Total país","Y45T54","45-54 años",75.3741375679512,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V05","2017 abr-jun","_T","Total país","Y55T64","55-64 años",64.0593154531933,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V05","2017 abr-jun","_T","Total país","Y_GE65","65 años y más",23.8431150111733,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V06","2017 may-jul","_T","Total país","_T","Total",55.4469455914218,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V06","2017 may-jul","_T","Total país","Y15T24","15-24 años",27.2311054361435,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V06","2017 may-jul","_T","Total país","Y25T34","25-34 años",72.3352202221466,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V06","2017 may-jul","_T","Total país","Y35T44","35-44 años",76.9543060787474,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V06","2017 may-jul","_T","Total país","Y45T54","45-54 años",75.1588677688561,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V06","2017 may-jul","_T","Total país","Y55T64","55-64 años",64.8290805098353,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V06","2017 may-jul","_T","Total país","Y_GE65","65 años y más",23.8974579178698,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V07","2017 jun-ago","_T","Total país","_T","Total",55.5622340590592,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V07","2017 jun-ago","_T","Total país","Y15T24","15-24 años",27.4253166883648,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V07","2017 jun-ago","_T","Total país","Y25T34","25-34 años",72.2377468119395,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V07","2017 jun-ago","_T","Total país","Y35T44","35-44 años",77.7106029791782,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V07","2017 jun-ago","_T","Total país","Y45T54","45-54 años",74.7622981215684,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V07","2017 jun-ago","_T","Total país","Y55T64","55-64 años",65.0416140686849,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V07","2017 jun-ago","_T","Total país","Y_GE65","65 años y más",23.8334395933298,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V08","2017 jul-sep","_T","Total país","_T","Total",55.7023009107354,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V08","2017 jul-sep","_T","Total país","Y15T24","15-24 años",27.4828372812103,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V08","2017 jul-sep","_T","Total país","Y25T34","25-34 años",71.9260354339913,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V08","2017 jul-sep","_T","Total país","Y35T44","35-44 años",77.5177574756184,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V08","2017 jul-sep","_T","Total país","Y45T54","45-54 años",75.115893124374,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V08","2017 jul-sep","_T","Total país","Y55T64","55-64 años",65.8578288556263,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V08","2017 jul-sep","_T","Total país","Y_GE65","65 años y más",24.2358165259521,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V09","2017 ago-oct","_T","Total país","_T","Total",55.6686123742991,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V09","2017 ago-oct","_T","Total país","Y15T24","15-24 años",27.2313249412885,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V09","2017 ago-oct","_T","Total país","Y25T34","25-34 años",72.289944096296,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V09","2017 ago-oct","_T","Total país","Y35T44","35-44 años",76.8366927852746,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V09","2017 ago-oct","_T","Total país","Y45T54","45-54 años",75.0207882861292,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V09","2017 ago-oct","_T","Total país","Y55T64","55-64 años",66.2933030992456,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V09","2017 ago-oct","_T","Total país","Y_GE65","65 años y más",24.1943156911507,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V10","2017 sep-nov","_T","Total país","_T","Total",56.0892198894419,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V10","2017 sep-nov","_T","Total país","Y15T24","15-24 años",27.6961215435466,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V10","2017 sep-nov","_T","Total país","Y25T34","25-34 años",73.1489938798528,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V10","2017 sep-nov","_T","Total país","Y35T44","35-44 años",76.6604336493985,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V10","2017 sep-nov","_T","Total país","Y45T54","45-54 años",75.671040238558,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V10","2017 sep-nov","_T","Total país","Y55T64","55-64 años",66.8210218600155,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V10","2017 sep-nov","_T","Total país","Y_GE65","65 años y más",24.6891945822757,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V11","2017 oct-dic","_T","Total país","_T","Total",56.2397691665804,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V11","2017 oct-dic","_T","Total país","Y15T24","15-24 años",27.7707483266463,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V11","2017 oct-dic","_T","Total país","Y25T34","25-34 años",74.1268481987226,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V11","2017 oct-dic","_T","Total país","Y35T44","35-44 años",77.234972745021,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V11","2017 oct-dic","_T","Total país","Y45T54","45-54 años",75.742196102091,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V11","2017 oct-dic","_T","Total país","Y55T64","55-64 años",66.8545094706866,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V11","2017 oct-dic","_T","Total país","Y_GE65","65 años y más",24.5237092494378,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V12","2017 nov-ene","_T","Total país","_T","Total",56.3407378889332,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V12","2017 nov-ene","_T","Total país","Y15T24","15-24 años",29.2433404786314,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V12","2017 nov-ene","_T","Total país","Y25T34","25-34 años",73.6813364158798,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V12","2017 nov-ene","_T","Total país","Y35T44","35-44 años",77.3270933278009,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V12","2017 nov-ene","_T","Total país","Y45T54","45-54 años",75.9710233942218,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V12","2017 nov-ene","_T","Total país","Y55T64","55-64 años",66.1745933035966,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2017-V12","2017 nov-ene","_T","Total país","Y_GE65","65 años y más",24.3723699083061,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2018-V01","2018 dic-feb","_T","Total país","_T","Total",56.0976769117073,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2018-V01","2018 dic-feb","_T","Total país","Y15T24","15-24 años",30.4660339179377,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2018-V01","2018 dic-feb","_T","Total país","Y25T34","25-34 años",72.8206213851395,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2018-V01","2018 dic-feb","_T","Total país","Y35T44","35-44 años",77.316166323369,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2018-V01","2018 dic-feb","_T","Total país","Y45T54","45-54 años",75.4622967977609,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2018-V01","2018 dic-feb","_T","Total país","Y55T64","55-64 años",65.8683196565332,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2018-V01","2018 dic-feb","_T","Total país","Y_GE65","65 años y más",23.852532589174,,
"ENE_TO","Tasa de ocupación (proyecciones base 2002)","2018-V02","2018 ene-mar","_T","Total país","_T","Total",55.8097627339259,,
