"DTI_CL_INDICADOR","Indicador","DTI_CL_TRIMESTRE_MOVIL","Trimestre Móvil","DTI_CL_TRAMO_ETARIO","Tramo etario","Value","Flag Codes","Flags"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V02","2014 ene-mar","Y15T24","15-24 años",17.2660925598635,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V02","2014 ene-mar","Y25T34","25-34 años",7.55428925418798,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V02","2014 ene-mar","Y35T44","35-44 años",5.0307937825091,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V02","2014 ene-mar","Y45T54","45-54 años",3.86949995930369,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V02","2014 ene-mar","Y55T64","55-64 años",3.27590039143664,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V02","2014 ene-mar","Y_GE65","65 años y más",2.27146354344188,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V03","2014 feb-abr","_T","Total",6.10791096183249,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V03","2014 feb-abr","Y15T24","15-24 años",15.2009509892036,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V03","2014 feb-abr","Y25T34","25-34 años",7.57037066536267,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V03","2014 feb-abr","Y35T44","35-44 años",4.92229647834115,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V03","2014 feb-abr","Y45T54","45-54 años",4.05171312770766,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V03","2014 feb-abr","Y55T64","55-64 años",3.16559707812448,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V03","2014 feb-abr","Y_GE65","65 años y más",2.69759910658519,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V04","2014 mar-may","_T","Total",6.28226150899412,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V04","2014 mar-may","Y15T24","15-24 años",16.0464141105954,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V04","2014 mar-may","Y25T34","25-34 años",7.84923514401551,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V04","2014 mar-may","Y35T44","35-44 años",4.90686017755624,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V04","2014 mar-may","Y45T54","45-54 años",4.04725244476576,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V04","2014 mar-may","Y55T64","55-64 años",3.47252382068611,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V04","2014 mar-may","Y_GE65","65 años y más",2.75791141862131,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V05","2014 abr-jun","_T","Total",6.4509379484234,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V05","2014 abr-jun","Y15T24","15-24 años",15.8234122155569,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V05","2014 abr-jun","Y25T34","25-34 años",7.92334330819411,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V05","2014 abr-jun","Y35T44","35-44 años",5.28789928035899,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V05","2014 abr-jun","Y45T54","45-54 años",4.17355779213205,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V05","2014 abr-jun","Y55T64","55-64 años",3.6476873638408,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V05","2014 abr-jun","Y_GE65","65 años y más",3.38339400416374,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V06","2014 may-jul","_T","Total",6.47321328286874,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V06","2014 may-jul","Y15T24","15-24 años",15.8143519720444,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V06","2014 may-jul","Y25T34","25-34 años",8.04442102895914,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V06","2014 may-jul","Y35T44","35-44 años",5.19757680921997,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V06","2014 may-jul","Y45T54","45-54 años",3.99165082087474,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V06","2014 may-jul","Y55T64","55-64 años",3.87491548399675,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V06","2014 may-jul","Y_GE65","65 años y más",3.36277891532447,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V07","2014 jun-ago","_T","Total",6.69857701616601,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V07","2014 jun-ago","Y15T24","15-24 años",16.9063515039976,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V07","2014 jun-ago","Y25T34","25-34 años",7.91285982933475,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V07","2014 jun-ago","Y35T44","35-44 años",5.74308516645217,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V07","2014 jun-ago","Y45T54","45-54 años",3.78177558084814,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V07","2014 jun-ago","Y55T64","55-64 años",4.19859131708366,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V07","2014 jun-ago","Y_GE65","65 años y más",3.38818236096787,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V08","2014 jul-sep","_T","Total",6.63531176463411,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V08","2014 jul-sep","Y15T24","15-24 años",16.5602754944852,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V08","2014 jul-sep","Y25T34","25-34 años",7.97610803372562,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V08","2014 jul-sep","Y35T44","35-44 años",5.72177049898341,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V08","2014 jul-sep","Y45T54","45-54 años",3.79415534185934,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V08","2014 jul-sep","Y55T64","55-64 años",4.15774665840842,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V08","2014 jul-sep","Y_GE65","65 años y más",2.82797916674828,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V09","2014 ago-oct","_T","Total",6.41006953793567,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V09","2014 ago-oct","Y15T24","15-24 años",15.9576861766017,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V09","2014 ago-oct","Y25T34","25-34 años",7.70695712299373,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V09","2014 ago-oct","Y35T44","35-44 años",5.65935500282334,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V09","2014 ago-oct","Y45T54","45-54 años",3.85238195566713,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V09","2014 ago-oct","Y55T64","55-64 años",3.7327870331508,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V09","2014 ago-oct","Y_GE65","65 años y más",2.81949952476116,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V10","2014 sep-nov","_T","Total",6.05219942929362,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V10","2014 sep-nov","Y15T24","15-24 años",14.9407748955119,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V10","2014 sep-nov","Y25T34","25-34 años",7.64057506027964,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V10","2014 sep-nov","Y35T44","35-44 años",4.73767932765427,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V10","2014 sep-nov","Y45T54","45-54 años",3.83831171638166,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V10","2014 sep-nov","Y55T64","55-64 años",3.60346044816796,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V10","2014 sep-nov","Y_GE65","65 años y más",2.82501821325629,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V11","2014 oct-dic","_T","Total",6.02869446532563,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V11","2014 oct-dic","Y15T24","15-24 años",16.1233429937675,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V11","2014 oct-dic","Y25T34","25-34 años",7.21305619189564,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V11","2014 oct-dic","Y35T44","35-44 años",4.72709161883687,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V11","2014 oct-dic","Y45T54","45-54 años",3.64547174212561,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V11","2014 oct-dic","Y55T64","55-64 años",3.23474493226556,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V11","2014 oct-dic","Y_GE65","65 años y más",3.08374551160882,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V12","2014 nov-ene","_T","Total",6.15002089923523,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V12","2014 nov-ene","Y15T24","15-24 años",16.7531697099376,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V12","2014 nov-ene","Y25T34","25-34 años",7.13852904957656,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V12","2014 nov-ene","Y35T44","35-44 años",4.55659847726091,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V12","2014 nov-ene","Y45T54","45-54 años",3.86208198927075,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V12","2014 nov-ene","Y55T64","55-64 años",2.97654295098062,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2014-V12","2014 nov-ene","Y_GE65","65 años y más",2.88327070845478,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V01","2015 dic-feb","_T","Total",6.10539562547817,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V01","2015 dic-feb","Y15T24","15-24 años",15.6636971173159,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V01","2015 dic-feb","Y25T34","25-34 años",7.02447029305172,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V01","2015 dic-feb","Y35T44","35-44 años",4.98733108932778,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V01","2015 dic-feb","Y45T54","45-54 años",4.2304525570897,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V01","2015 dic-feb","Y55T64","55-64 años",2.59808336609217,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V01","2015 dic-feb","Y_GE65","65 años y más",2.65770067121474,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V02","2015 ene-mar","_T","Total",6.13100295634862,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V02","2015 ene-mar","Y15T24","15-24 años",14.7524837129112,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V02","2015 ene-mar","Y25T34","25-34 años",7.53623460939683,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V02","2015 ene-mar","Y35T44","35-44 años",4.8595320394841,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V02","2015 ene-mar","Y45T54","45-54 años",4.48545349992885,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V02","2015 ene-mar","Y55T64","55-64 años",2.66570620799947,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V02","2015 ene-mar","Y_GE65","65 años y más",2.68059420047619,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V03","2015 feb-abr","_T","Total",6.14844614004252,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V03","2015 feb-abr","Y15T24","15-24 años",15.0706239216028,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V03","2015 feb-abr","Y25T34","25-34 años",8.17812728196905,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V03","2015 feb-abr","Y35T44","35-44 años",4.91749568285857,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V03","2015 feb-abr","Y45T54","45-54 años",4.14208387655755,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V03","2015 feb-abr","Y55T64","55-64 años",2.72684035123186,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V03","2015 feb-abr","Y_GE65","65 años y más",2.49919119891784,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V04","2015 mar-may","_T","Total",6.56606741017889,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V04","2015 mar-may","Y15T24","15-24 años",16.3837405185809,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V04","2015 mar-may","Y25T34","25-34 años",9.29191962296207,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V04","2015 mar-may","Y35T44","35-44 años",5.28993812861679,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V04","2015 mar-may","Y45T54","45-54 años",3.97020958214291,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V04","2015 mar-may","Y55T64","55-64 años",2.7446070814246,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V04","2015 mar-may","Y_GE65","65 años y más",2.58799860947938,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V05","2015 abr-jun","_T","Total",6.51635186374933,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V05","2015 abr-jun","Y15T24","15-24 años",16.5024386348454,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V05","2015 abr-jun","Y25T34","25-34 años",9.07538723337294,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V05","2015 abr-jun","Y35T44","35-44 años",5.15605832210674,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V05","2015 abr-jun","Y45T54","45-54 años",3.70512767771592,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V05","2015 abr-jun","Y55T64","55-64 años",3.05248178307962,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V05","2015 abr-jun","Y_GE65","65 años y más",3.18012067487825,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V06","2015 may-jul","_T","Total",6.57321321279967,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V06","2015 may-jul","Y15T24","15-24 años",16.0656657832234,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V06","2015 may-jul","Y25T34","25-34 años",8.86070772684051,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V06","2015 may-jul","Y35T44","35-44 años",5.39075753493837,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V06","2015 may-jul","Y45T54","45-54 años",3.89153295014146,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V06","2015 may-jul","Y55T64","55-64 años",3.309041499303,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V06","2015 may-jul","Y_GE65","65 años y más",3.7053451744487,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V07","2015 jun-ago","_T","Total",6.4643130987722,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V07","2015 jun-ago","Y15T24","15-24 años",16.0199779183464,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V07","2015 jun-ago","Y25T34","25-34 años",8.67498548509946,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V07","2015 jun-ago","Y35T44","35-44 años",5.28142868618104,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V07","2015 jun-ago","Y45T54","45-54 años",3.75141117480477,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V07","2015 jun-ago","Y55T64","55-64 años",3.45659891867343,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V07","2015 jun-ago","Y_GE65","65 años y más",3.59600825525977,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V08","2015 jul-sep","_T","Total",6.42325548928936,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V08","2015 jul-sep","Y15T24","15-24 años",15.3911252380096,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V08","2015 jul-sep","Y25T34","25-34 años",9.01532524307706,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V08","2015 jul-sep","Y35T44","35-44 años",5.09216818094082,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V08","2015 jul-sep","Y45T54","45-54 años",3.87417867005839,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V08","2015 jul-sep","Y55T64","55-64 años",3.64270424091496,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V08","2015 jul-sep","Y_GE65","65 años y más",2.55113538944633,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V09","2015 ago-oct","_T","Total",6.31455417484253,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V09","2015 ago-oct","Y15T24","15-24 años",15.4000871850527,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V09","2015 ago-oct","Y25T34","25-34 años",9.16909692837196,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V09","2015 ago-oct","Y35T44","35-44 años",4.63675198301736,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V09","2015 ago-oct","Y45T54","45-54 años",3.98553678371066,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V09","2015 ago-oct","Y55T64","55-64 años",3.36719895582624,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V09","2015 ago-oct","Y_GE65","65 años y más",2.62124019377962,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V10","2015 sep-nov","_T","Total",6.06309231227063,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V10","2015 sep-nov","Y15T24","15-24 años",15.0913888628293,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V10","2015 sep-nov","Y25T34","25-34 años",8.53724405926104,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V10","2015 sep-nov","Y35T44","35-44 años",4.20385451543309,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V10","2015 sep-nov","Y45T54","45-54 años",4.16321031438557,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V10","2015 sep-nov","Y55T64","55-64 años",3.35507630469185,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V10","2015 sep-nov","Y_GE65","65 años y más",2.19561910610448,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V11","2015 oct-dic","_T","Total",5.78426434631192,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V11","2015 oct-dic","Y15T24","15-24 años",15.3714645544931,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V11","2015 oct-dic","Y25T34","25-34 años",7.67076317609109,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V11","2015 oct-dic","Y35T44","35-44 años",4.18752095071442,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V11","2015 oct-dic","Y45T54","45-54 años",3.98938574093053,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V11","2015 oct-dic","Y55T64","55-64 años",2.83780507279595,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V11","2015 oct-dic","Y_GE65","65 años y más",2.18875019050424,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V12","2015 nov-ene","_T","Total",5.83516130272976,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V12","2015 nov-ene","Y15T24","15-24 años",15.3919647822448,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V12","2015 nov-ene","Y25T34","25-34 años",7.46752303016464,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V12","2015 nov-ene","Y35T44","35-44 años",4.31937856801373,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V12","2015 nov-ene","Y45T54","45-54 años",3.83880765254001,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V12","2015 nov-ene","Y55T64","55-64 años",3.07247438138842,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2015-V12","2015 nov-ene","Y_GE65","65 años y más",1.83056837391878,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V01","2016 dic-feb","_T","Total",5.91081058026038,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V01","2016 dic-feb","Y15T24","15-24 años",14.5746170963225,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V01","2016 dic-feb","Y25T34","25-34 años",7.60253189980024,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V01","2016 dic-feb","Y35T44","35-44 años",4.40566753313309,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V01","2016 dic-feb","Y45T54","45-54 años",3.89010775050175,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V01","2016 dic-feb","Y55T64","55-64 años",3.59483001323514,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V01","2016 dic-feb","Y_GE65","65 años y más",2.15123320990502,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V02","2016 ene-mar","_T","Total",6.26318633566521,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V02","2016 ene-mar","Y15T24","15-24 años",14.9319034974255,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V02","2016 ene-mar","Y25T34","25-34 años",8.38301187062129,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V02","2016 ene-mar","Y35T44","35-44 años",4.74138769756393,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V02","2016 ene-mar","Y45T54","45-54 años",4.12246061528626,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V02","2016 ene-mar","Y55T64","55-64 años",3.97763538878871,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V02","2016 ene-mar","Y_GE65","65 años y más",1.85665147172672,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V03","2016 feb-abr","_T","Total",6.35178658377253,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V03","2016 feb-abr","Y15T24","15-24 años",15.6198103834685,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V03","2016 feb-abr","Y25T34","25-34 años",8.55709149834599,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V03","2016 feb-abr","Y35T44","35-44 años",4.88137862085378,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V03","2016 feb-abr","Y45T54","45-54 años",4.13566371889745,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V03","2016 feb-abr","Y55T64","55-64 años",4.03506963672783,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V03","2016 feb-abr","Y_GE65","65 años y más",1.87766137272219,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V04","2016 mar-may","_T","Total",6.78441961880193,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V04","2016 mar-may","Y15T24","15-24 años",17.0459918788685,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V04","2016 mar-may","Y25T34","25-34 años",9.23161496921589,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V04","2016 mar-may","Y35T44","35-44 años",5.36762918947105,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V04","2016 mar-may","Y45T54","45-54 años",4.38897640240615,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V04","2016 mar-may","Y55T64","55-64 años",3.95770191109497,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V04","2016 mar-may","Y_GE65","65 años y más",2.21205828517052,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V05","2016 abr-jun","_T","Total",6.87708995758623,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V05","2016 abr-jun","Y15T24","15-24 años",17.1550097464342,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V05","2016 abr-jun","Y25T34","25-34 años",9.12730302903553,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V05","2016 abr-jun","Y35T44","35-44 años",5.60742094707904,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V05","2016 abr-jun","Y45T54","45-54 años",4.49012827437114,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V05","2016 abr-jun","Y55T64","55-64 años",3.97677986807076,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V05","2016 abr-jun","Y_GE65","65 años y más",2.60360662236175,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V06","2016 may-jul","_T","Total",7.14192478078372,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2016-V06","2016 may-jul","Y15T24","15-24 años",17.3809135693632,,
