"DTI_CL_INDICADOR","Indicador","DTI_CL_ANO","Año","DTI_CL_REGION","Región","DTI_CL_SEXO","Sexo","DTI_CL_TRAMO_ETARIO","Tramo etario","Value","Flag Codes","Flags"
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL14","Región de Los Ríos","M","Hombres","Y15T24","15-24 años",232121.671875,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL14","Región de Los Ríos","M","Hombres","Y25T34","25-34 años",409145,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL14","Región de Los Ríos","M","Hombres","Y35T44","35-44 años",567231.6875,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL14","Región de Los Ríos","M","Hombres","Y45T54","45-54 años",469201.03125,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL14","Región de Los Ríos","M","Hombres","Y55T64","55-64 años",423732.5,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL14","Región de Los Ríos","M","Hombres","Y_GE65","65 años y más",295121.21875,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL14","Región de Los Ríos","F","Mujeres","_T","Total",343976.40625,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL14","Región de Los Ríos","F","Mujeres","Y15T24","15-24 años",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL14","Región de Los Ríos","F","Mujeres","Y25T34","25-34 años",362329.0625,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL14","Región de Los Ríos","F","Mujeres","Y35T44","35-44 años",307651.71875,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL14","Región de Los Ríos","F","Mujeres","Y45T54","45-54 años",394927.15625,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL14","Región de Los Ríos","F","Mujeres","Y55T64","55-64 años",425458.9375,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL14","Región de Los Ríos","F","Mujeres","Y_GE65","65 años y más",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","_T","Ambos sexos","_T","Total",484612.0625,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","_T","Ambos sexos","Y15T24","15-24 años",263853.375,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","_T","Ambos sexos","Y25T34","25-34 años",466901.3125,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","_T","Ambos sexos","Y35T44","35-44 años",554436.125,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","_T","Ambos sexos","Y45T54","45-54 años",493152.125,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","_T","Ambos sexos","Y55T64","55-64 años",606132,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","_T","Ambos sexos","Y_GE65","65 años y más",263510.375,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","M","Hombres","_T","Total",558068.75,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","M","Hombres","Y15T24","15-24 años",263359.0625,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","M","Hombres","Y25T34","25-34 años",482049.125,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","M","Hombres","Y35T44","35-44 años",649452.8125,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","M","Hombres","Y45T54","45-54 años",592055.6875,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","M","Hombres","Y55T64","55-64 años",743542.6875,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","M","Hombres","Y_GE65","65 años y más",295841.46875,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","F","Mujeres","_T","Total",381938.78125,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","F","Mujeres","Y15T24","15-24 años",264701.46875,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","F","Mujeres","Y25T34","25-34 años",448397.65625,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","F","Mujeres","Y35T44","35-44 años",435751.65625,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","F","Mujeres","Y45T54","45-54 años",361886.28125,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","F","Mujeres","Y55T64","55-64 años",368200.90625,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL10","Región de Los Lagos","F","Mujeres","Y_GE65","65 años y más",208309.375,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos","_T","Total",590407.75,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos","Y15T24","15-24 años",286946.34375,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos","Y25T34","25-34 años",576217.1875,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos","Y35T44","35-44 años",777952.875,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos","Y45T54","45-54 años",544329.1875,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos","Y55T64","55-64 años",644696.1875,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos","Y_GE65","65 años y más",438735.59375,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres","_T","Total",687368.9375,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres","Y15T24","15-24 años",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres","Y25T34","25-34 años",665071.5,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres","Y35T44","35-44 años",941704.5625,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres","Y45T54","45-54 años",588815.1875,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres","Y55T64","55-64 años",719795.375,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres","Y_GE65","65 años y más",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres","_T","Total",473005.53125,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres","Y15T24","15-24 años",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres","Y25T34","25-34 años",481962.34375,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres","Y35T44","35-44 años",588171.1875,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres","Y45T54","45-54 años",492949.625,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres","Y55T64","55-64 años",525573.9375,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres","Y_GE65","65 años y más",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos","_T","Total",740561.25,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos","Y15T24","15-24 años",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos","Y25T34","25-34 años",683394.8125,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos","Y35T44","35-44 años",759795.9375,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos","Y45T54","45-54 años",774214.375,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos","Y55T64","55-64 años",1026480.25,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos","Y_GE65","65 años y más",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres","_T","Total",818846.125,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres","Y15T24","15-24 años",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres","Y25T34","25-34 años",684430.375,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres","Y35T44","35-44 años",913613.1875,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres","Y45T54","45-54 años",870631.8125,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres","Y55T64","55-64 años",1129840.625,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres","Y_GE65","65 años y más",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres","_T","Total",642375.5,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres","Y15T24","15-24 años",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres","Y25T34","25-34 años",682332.0625,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres","Y35T44","35-44 años",600122.0625,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres","Y45T54","45-54 años",673076.375,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres","Y55T64","55-64 años",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2015","2015","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres","Y_GE65","65 años y más",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","_T","Total país","_T","Ambos sexos","_T","Total",517539.65625,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","_T","Total país","_T","Ambos sexos","Y15T24","15-24 años",278697.90625,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","_T","Total país","_T","Ambos sexos","Y25T34","25-34 años",487198.65625,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","_T","Total país","_T","Ambos sexos","Y35T44","35-44 años",616576.0625,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","_T","Total país","_T","Ambos sexos","Y45T54","45-54 años",574351.25,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","_T","Total país","_T","Ambos sexos","Y55T64","55-64 años",523501.34375,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","_T","Total país","_T","Ambos sexos","Y_GE65","65 años y más",414292.21875,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","_T","Total país","M","Hombres","_T","Total",601310.625,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","_T","Total país","F","Mujeres","_T","Total",410486.03125,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","_T","Ambos sexos","_T","Total",397440.125,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","_T","Ambos sexos","Y15T24","15-24 años",264588.25,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","_T","Ambos sexos","Y25T34","25-34 años",446307.375,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","_T","Ambos sexos","Y35T44","35-44 años",445130.5,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","_T","Ambos sexos","Y45T54","45-54 años",412622.09375,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","_T","Ambos sexos","Y55T64","55-64 años",380145.71875,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","_T","Ambos sexos","Y_GE65","65 años y más",283191.90625,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","M","Hombres","_T","Total",448657.5,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","M","Hombres","Y15T24","15-24 años",258993.53125,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","M","Hombres","Y25T34","25-34 años",485542.625,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","M","Hombres","Y35T44","35-44 años",496772.90625,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","M","Hombres","Y45T54","45-54 años",509990.65625,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","M","Hombres","Y55T64","55-64 años",464155.1875,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","M","Hombres","Y_GE65","65 años y más",325036.59375,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","F","Mujeres","_T","Total",334448.6875,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","F","Mujeres","Y15T24","15-24 años",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","F","Mujeres","Y25T34","25-34 años",392161,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","F","Mujeres","Y35T44","35-44 años",385337.75,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","F","Mujeres","Y45T54","45-54 años",332189.59375,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","F","Mujeres","Y55T64","55-64 años",273779.15625,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL15","Región de Arica y Parinacota","F","Mujeres","Y_GE65","65 años y más",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL01","Región de Tarapacá","_T","Ambos sexos","_T","Total",538087.0625,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL01","Región de Tarapacá","_T","Ambos sexos","Y15T24","15-24 años",293621.8125,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL01","Región de Tarapacá","_T","Ambos sexos","Y25T34","25-34 años",527462.3125,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL01","Región de Tarapacá","_T","Ambos sexos","Y35T44","35-44 años",609429.375,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL01","Región de Tarapacá","_T","Ambos sexos","Y45T54","45-54 años",508162.75,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL01","Región de Tarapacá","_T","Ambos sexos","Y55T64","55-64 años",549574.125,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL01","Región de Tarapacá","_T","Ambos sexos","Y_GE65","65 años y más",706964.9375,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL01","Región de Tarapacá","M","Hombres","_T","Total",605166.3125,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL01","Región de Tarapacá","M","Hombres","Y15T24","15-24 años",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL01","Región de Tarapacá","M","Hombres","Y25T34","25-34 años",567180.9375,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL01","Región de Tarapacá","M","Hombres","Y35T44","35-44 años",793586.4375,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL01","Región de Tarapacá","M","Hombres","Y45T54","45-54 años",577237.1875,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL01","Región de Tarapacá","M","Hombres","Y55T64","55-64 años",607150.375,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL01","Región de Tarapacá","M","Hombres","Y_GE65","65 años y más",572561.625,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL01","Región de Tarapacá","F","Mujeres","_T","Total",456412.3125,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL01","Región de Tarapacá","F","Mujeres","Y15T24","15-24 años",,"g","Muestralmente no se registraron casos o existe un número insuficiente de observaciones, por lo tanto, no es posible realizar una estimación de ese cruce de información."
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL01","Región de Tarapacá","F","Mujeres","Y25T34","25-34 años",485744.28125,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL01","Región de Tarapacá","F","Mujeres","Y35T44","35-44 años",382741.6875,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL01","Región de Tarapacá","F","Mujeres","Y45T54","45-54 años",434820.78125,,
"ESI_YMEDIO_OCU","Ingreso medio nominal de la población ocupada (proyecciones base 2002)","2016","2016","CHL01","Región de Tarapacá","F","Mujeres","Y55T64","55-64 años",465588.78125,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
